unique_identifier,usage,log_usage,status
106aaf973264027a1848aaf91a795a9d,170300.0,5.231214648,ACTIVE
1cc2125427dc3ea78cd03458eedbbfba,175054.0,5.2431720389,ACTIVE
0e9bcb542f6e7f4f37496808d5710cd9,6297.00,3.7991336933,FINALLED
01b62a5ec542c50979d14bfa9ac0ccc5,3349.00,3.5249151475,FINALLED
e7b671275d1a5f76170aac58c6730a12,11436.00,4.0582741467,FINALLED
aa8b442c19296ce93c79fbdbbc82032f,54320.00,4.7349597613,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,41859.00,4.621788849,ACTIVE
6e5fc3025a5c728652a4322dc465c3d0,8601.00,3.9345489477,ACTIVE
317b7e3973e92f28f7f39bd116781795,5391.00,3.7316693318,ACTIVE
86830192e23f2f2f6994b27b8de3ccf3,41462.00,4.6176502473,ACTIVE
86830192e23f2f2f6994b27b8de3ccf3,25747.00,4.410726633,ACTIVE
86830192e23f2f2f6994b27b8de3ccf3,34042.00,4.5320150674,ACTIVE
70807b6acd893c9c5634aa6eced54ad9,4275.00,3.6309361191,ACTIVE
fed6048230583ac689dc8f20104170de,100636.0,5.0027533665,ACTIVE
49340963bb89b5191108392bf3eb3bde,10295.00,4.012626351,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,2915.00,3.4646385591,ACTIVE
fb7e1d6b0b9d0cf1ce423102b3c04b1a,9725.00,3.98788961,ACTIVE
5a1fe1bb34ba2b762bfec97f98a62827,29555.00,4.4706309637,ACTIVE
6407436634b76956db3ce51249ef6084,9825.00,3.992332559,ACTIVE
09c23c6f6198e49c3115fab1a3898a04,913.00,2.9604707775,ACTIVE
99ee8e8e861c61b1ba4863492b1fd4a4,1939.00,3.2875778091,ACTIVE
f1f5b87bfbd816056049f338dd55113d,7841.00,3.8943714539,FINALLED
856ff2e1cbc0b567325e22e3ea8f9d94,72412.00,4.8598105427,ACTIVE
ae77176791c1a0ec5f0dafd0e69c179b,22070.00,4.3438023332,FINALLED
dce7fff8ba693795d0b40864580642de,27450.00,4.4385423488,ACTIVE
af15c3ff27594934c653326228a422d8,226400.0,5.3548764225,ACTIVE
310556a726edc3d2ee21773a6b90f747,1052.00,3.0220157398,ACTIVE
ec1510810f5bc0fc547ac5280e7b8e89,14514.00,4.1617871187,ACTIVE
ca38efa4fb9e64fd93820f635a27133f,714.00,2.8536982118,ACTIVE
62a17512320dcc700c7eb8a2a77f9089,500.00,2.6989700043,ACTIVE
af846ce2b0455b6a70ad162d5a126a32,3862.00,3.5868122694,FINALLED
2de489de9a89e2681b6fb3099546dd27,3089.00,3.4898179083,ACTIVE
99d31b4b0f8252f7efebb443eee07c18,36728.00,4.5649972798,ACTIVE
f505a06e161d1a8e408e66dfb92a87cd,1343.00,3.1280760127,FINALLED
5eaa3f519ecccf87e982aa1116046035,3600.00,3.5563025008,FINALLED
42297a55090b0a9b302dd1982821479d,16968.00,4.2296306555,ACTIVE
cb3aaae9423c767a1e95e808d28f520a,19980.00,4.3005954839,ACTIVE
1fd973ea59dbc8b52a1e0b87b02d4337,338.00,2.5289167003,FINALLED
95c77e5714b607f10017d184aa61ae53,45848.00,4.6613203954,ACTIVE
95c77e5714b607f10017d184aa61ae53,3676.00,3.5653755027,ACTIVE
95c77e5714b607f10017d184aa61ae53,26555.00,4.4241463058,ACTIVE
95c77e5714b607f10017d184aa61ae53,4861.00,3.6867256211,ACTIVE
95c77e5714b607f10017d184aa61ae53,20295.00,4.3073890557,ACTIVE
95c77e5714b607f10017d184aa61ae53,32085.00,4.5063020436,ACTIVE
95c77e5714b607f10017d184aa61ae53,2242.00,3.3506356083,ACTIVE
95c77e5714b607f10017d184aa61ae53,48253.00,4.6835243196,ACTIVE
95c77e5714b607f10017d184aa61ae53,73.00,1.8633228601,ACTIVE
95c77e5714b607f10017d184aa61ae53,19224.00,4.2838437578,ACTIVE
4cc43ef02924277b981762e62838e65b,4.00,0.6020599913,ACTIVE
cadb43597f600803f201500fd2b5bcbb,48954.00,4.6897881835,FINALLED
b8916d3505bb13bafd753b9d30d16e16,6157.00,3.7893691536,ACTIVE
a0a5940b697313c4c52232e5f70b8b64,256946.0,5.4098418612,ACTIVE
dc270c0f0832982d50dfae71decc240c,8788.00,3.9438900482,ACTIVE
409acf8830521665052e4fc1d30ea4eb,6204.00,3.7926717891,ACTIVE
f74c73a622d022e4164ec32988532ca6,2891.00,3.4610480917,ACTIVE
2be756537cdca768cfd7f4ffdcbbb490,17381.00,4.2400747596,ACTIVE
c443ab6a46b0ecdf49063597aeb0e124,1709.00,3.2327420627,ACTIVE
c443ab6a46b0ecdf49063597aeb0e124,12051.00,4.0810230865,ACTIVE
c443ab6a46b0ecdf49063597aeb0e124,114.00,2.0569048513,ACTIVE
4f580890ce7f1e3e90b6895a51221e85,9482.00,3.976899951,ACTIVE
16cd5e7e3c220c4382f37ddf2cbe0d3a,122560.0,5.0883487523,ACTIVE
b51c3495159931e823905d58d0d0ac8c,10889.00,4.0369879978,ACTIVE
7c5949415fb62e46e64aeab039509e70,8943.00,3.9514832308,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,31083.00,4.4925229284,FINALLED
9903f4a96f97caf86f65127cc8736aa0,284720.0,5.454417975,ACTIVE
cde876efb7aba46c381c2c13e0349b6b,13033.00,4.1150443953,FINALLED
9466aedb4ce38d76176c7811011e37de,985.00,2.9934362305,ACTIVE
acc0b671d456fb93ab6fb3bc4915f1ad,17095.00,4.2328691051,ACTIVE
ff28d6acf1ab1d04b8e245e6530417a0,311840.0,5.4939318218,ACTIVE
a2cd0e0829db9a15ae707728d374fe64,5767.00,3.7609499514,ACTIVE
eb410bdad990feff9310fba1bfba9ce8,110796.0,5.0445240816,ACTIVE
5f41475b20406ff3ee34e9e1b683df44,197600.0,5.2957869403,ACTIVE
b04860883723dd4fae2ec8c6e0f55c05,40135.00,4.6035232673,ACTIVE
03b48d518e940ff07beff151ab79af6b,29631.00,4.4717463085,ACTIVE
e09b740948f9ca48c1a900453b47d189,19339.00,4.2864340134,FINALLED
52ebd080268bf12fe6fe231cba0dfbcf,27405.00,4.4378298064,FINALLED
bc31dd1676b863297d6ddb3481a9c6c0,169120.0,5.22819497,FINALLED
c1b3bd96456180a7b0dff6a32bb03c85,4590.00,3.6618126855,ACTIVE
d8217b77388ec46bdeed06a422b06935,6255.00,3.796227314,FINALLED
b32edfcf5410f5382f6fb90ff66eb59d,4088.00,3.6115108871,ACTIVE
89ba5fa14f3019f9706e6591433f6459,211138.7,5.3245678432,ACTIVE
57d48a047e2c907dfc4e094528287680,7680.00,3.88536122,ACTIVE
e8b9a7757532dc853349e96cd13fa661,15812.00,4.1989868057,FINALLED
2db976da472e75648beb22cf52d23c1c,86011.00,4.934553997,FINALLED
5be5b42e13809c795fd0427c93803d48,3129.00,3.4954055631,ACTIVE
a7450a21b0477ab5793f0b9ffd7731b7,74689.00,4.8732566448,FINALLED
373097b0f553e794fffbde7f5df9c6a5,6431.00,3.8082785096,ACTIVE
de93a4dede14d7560d748e67ae8a6849,13903.00,4.1431085228,FINALLED
74568176b7a423edb2c8506ebdc79840,81905.00,4.9133104147,ACTIVE
72a9285240ca73d1eb10013758f420ff,20113.00,4.3034768536,ACTIVE
249adf80580e6bd219c5f436f99c044e,54191.00,4.7339271652,ACTIVE
f0390c0a7c6a0cc39ddc735b98d2dd74,23702.00,4.3747849938,ACTIVE
7f98a0127e13d701951cda1012527187,28701.00,4.4578970287,ACTIVE
7f98a0127e13d701951cda1012527187,25574.00,4.4077986608,ACTIVE
1826ce2055c447fb12d3a07915ebd3c9,98311.00,4.9926021137,ACTIVE
b361b2be9afad5431693d920c44888ba,21260.00,4.3275632602,ACTIVE
15f65f9223e3d3957a8327e796ad6c78,4721.00,3.6740340004,ACTIVE
39646cb48ae57c39179ab7dc6cdf05c6,18466.00,4.2663728312,ACTIVE
3d5fc9b5a94e04ce6b47b97b1eb37101,333.00,2.5224442335,ACTIVE
c692be3f7e44a4063270b7d10527389b,277.00,2.4424797691,ACTIVE
8ed41555645df8bd5f1b233c78bfe03c,16436.00,4.2157961326,ACTIVE
2cd004636c306b521ee5a83bd20256c4,1886.00,3.2755416884,ACTIVE
b5e4b31950497572373598e3029af79b,10955.00,4.0396123819,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,3277.00,3.5154764414,ACTIVE
8ed41555645df8bd5f1b233c78bfe03c,1811.00,3.2579184503,ACTIVE
111008cb02c119c66709501b3aaf55a0,41663.00,4.6197505387,ACTIVE
f087a2a2458141671b74821d7b592891,115320.0,5.0619046337,ACTIVE
b11120277abd8d743a011d3599025713,28160.00,4.4496326505,ACTIVE
1686a82f310a2d90bc77afdf0498da4e,12068.00,4.0816353015,ACTIVE
fd9e9348bd4f2b89ddb5d1545726e817,47750.00,4.6789733759,FINALLED
b2919688079038c549b3b3a8c8379e29,6921.00,3.8401688492,ACTIVE
e80c6d3cec8cdad1a4a88c048cf2cc66,4.00,0.6020599913,FINALLED
df79a080693745d1eecf2ecf13133470,596.00,2.7752462597,FINALLED
0119fdbcb8c8b99de70f5320585e8a18,16262.00,4.2111739567,ACTIVE
3a98a9d014444a7e8212705ef083f83f,5286.00,3.7231271588,ACTIVE
e0db1e9196c98bf6e9fb59d1d574229b,12263.00,4.0885967283,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,1157.00,3.063333359,FINALLED
c08213c909db3767699466cda9d8bf65,2461.00,3.3911116137,ACTIVE
134e5c551c905d1d05697b3ff6a007d7,10280.00,4.0119931147,FINALLED
05ce498c36a31e9bca2836d9431d209c,42815.00,4.6315959484,ACTIVE
aa74a09f7f7b93022c2fa3c94843f765,30481.00,4.4840292109,ACTIVE
aa74a09f7f7b93022c2fa3c94843f765,46091.00,4.6636161308,ACTIVE
d41427f1551e5dbbac559eed38a050bc,26765.00,4.4275672477,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,206.00,2.3138672204,FINALLED
66e7441391792ac60cb068ff83854f1a,700.00,2.84509804,ACTIVE
bd462023f2fa5de637c220dc426da4e7,1811.00,3.2579184503,ACTIVE
5242481f52d8e87af210dd06f47ee3a1,6416.00,3.8072643553,ACTIVE
c3a720a320cfd1b332030f2f2087e242,63280.00,4.8012664705,ACTIVE
c3a720a320cfd1b332030f2f2087e242,3075.00,3.4878451201,ACTIVE
9ce5ad95f597a5b6c3c593e63c476919,33517.00,4.5252651394,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,56586.00,4.7527089952,FINALLED
d59d111f5c3dff11267774dec6ce989a,2645.00,3.4224256764,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,2262.00,3.3544926006,ACTIVE
360a3d9c027613950d40e97b56151b01,30234.00,4.4804956087,ACTIVE
360a3d9c027613950d40e97b56151b01,16613.00,4.2204480651,ACTIVE
84323635581bfa5aa1b461e0772a2bfb,28502.00,4.4548753357,ACTIVE
9e6c83d3354e84be08d587b2ae49751a,30386.00,4.4826735335,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,6092.00,3.7847598947,FINALLED
8f54489dcf33760f4001c3dcca0c9517,6938.00,3.8412342955,ACTIVE
e04804c0421d98b316bdda09386768d1,73178.00,4.8643805358,ACTIVE
f04d82e5e86a6a2f1157bdf5650972ea,40400.00,4.6063813651,ACTIVE
5de9ac419d545466c36c90d309d8c851,16930.00,4.2286569581,ACTIVE
5de9ac419d545466c36c90d309d8c851,40290.00,4.6051972674,ACTIVE
16fb460ddb46bfd2296471c300762bf2,4946.00,3.694254112,ACTIVE
16fb460ddb46bfd2296471c300762bf2,7854.00,3.8950908969,ACTIVE
48e72c9e5253b42c5b6c273826d6a46b,2349.00,3.3708830168,ACTIVE
afa54f8d3fe47583bc4d0325c9bfb8dc,344.00,2.5365584426,ACTIVE
71c40f02ee4b48ab774db47f747070bf,89867.00,4.953600244,ACTIVE
6c4abc2fd58f60006a47df64ab3917c7,20566.00,4.3131498315,ACTIVE
13941a418bcf832a052c1858b52ca2cc,2057.00,3.3132342917,ACTIVE
01e1067da24183031c8f62945cc8fcb5,7369.00,3.8674085565,ACTIVE
7bc4ec855034da655937c08a69ddfc66,23782.00,4.3762483748,FINALLED
17e3d369978744e4c681f84fa32f76be,2125.00,3.3273589344,ACTIVE
eed5d27146db7dee136068464287e299,10167.00,4.0071928236,ACTIVE
e1210eed2a8ce46ce335465e8580da08,35763.00,4.5534339427,ACTIVE
5de9ac419d545466c36c90d309d8c851,1423.00,3.1532049001,ACTIVE
70501cf1c72e8cbd861d200160d012fd,6429.00,3.8081434258,FINALLED
0ff8544d27224664b0cc72e8510245f1,105293.0,5.0223994997,FINALLED
0b461f07a4a1f50dd7b64bcb60ccad4e,58046.00,4.7637722975,ACTIVE
9eee1c0c86a7eb69ecb6473a46885015,1708.00,3.2324878664,ACTIVE
78f4e6862f776917505c213605a5653d,9375.00,3.9719712764,FINALLED
3ebe3790a57a1ffa95f3527a568b5b7e,3615.00,3.5581083016,FINALLED
d19eef4824a36fde8ffc7b6dda3241e9,11484.00,4.0600931838,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,1143.00,3.0580462304,FINALLED
786be5294cb13d819dd98dd1817aa3b6,19729.00,4.2951050728,FINALLED
e075af8c7d8578e469014c8862bb5f08,20021.00,4.3014857656,ACTIVE
13a54abc665402baa8c5c63867ed8a06,7999.00,3.9030356968,FINALLED
ecd1c8de7c9e6d4da134ad33876e8ca3,26206.00,4.4184007367,FINALLED
91ec15044052ba89ba205e707e29b8ee,14341.00,4.1565794358,ACTIVE
2ebf1a018f55c552aca3dc6440517ea9,64276.00,4.8080488421,ACTIVE
5ca14c810c09073dc170c9839f1ca0cf,32917.00,4.5174202475,ACTIVE
aade9cb60d3a3c2e9b8e437f86db7ca7,40517.00,4.6076372814,ACTIVE
8a767a10d0ccf4301b4d57bb95eac77a,1825.00,3.2612628688,FINALLED
596f29e508fddcb697ff0350d4cb5b2e,4547.00,3.6577249542,ACTIVE
17cf992d2310ec1a27cf952315bd342a,3765.00,3.5757649805,ACTIVE
29e2348ad53fd6819e668b0e93b34434,3400.00,3.531478917,FINALLED
48b387a5a0d627e63e1214eb27b1ca55,3598.00,3.556061159,ACTIVE
b8241d5c50d5b20d7167c560ee26e0c5,18.00,1.2552725051,ACTIVE
d23cf3e05eaeeaff4b9f68329edf6daa,13441.00,4.1284315811,ACTIVE
af44d961b1c3b3cad6887472907b1e5e,1219.00,3.0860037056,ACTIVE
6d4297a391a8d1e23f24bd6bc450a9a9,4054.00,3.6078837444,FINALLED
a72a7b2d68f208eff4dec1c1565aa408,1941.00,3.2880255354,FINALLED
8179ff2b1e67bbdb2ddd382ea7aa6bf5,9213.00,3.9644010712,ACTIVE
d82d20c536445bee43d24174b7d89b0b,2472.00,3.3930484664,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,23123.00,4.3640441792,FINALLED
bb5c16ab8bf0fa245f41ec7ac25f63c7,35988.00,4.5561577118,ACTIVE
fb3f2e5eb3da80f123504808c406c8f6,19321.00,4.2860296005,ACTIVE
d5a05909495b49e467a500aeb32cccb6,6148.00,3.7887338588,ACTIVE
3d21a4dae85ecc2fb3423df7f5f920c4,18420.00,4.2652896259,ACTIVE
00663854560254c5b572d8682302bfd0,8397.00,3.9241241532,ACTIVE
00663854560254c5b572d8682302bfd0,11730.00,4.0692980121,ACTIVE
00663854560254c5b572d8682302bfd0,3786.00,3.5781806096,ACTIVE
cb2ada4780ee5a124466175716dd1124,14721.00,4.1679373127,ACTIVE
587dea37adaef552d62b41583d9dfb65,26456.00,4.4225241819,ACTIVE
92807c6937b46c546f771e205961757f,2071.00,3.3161800989,FINALLED
d892fc73ee9c55415fb6976bd1920e07,2741.00,3.4379090355,ACTIVE
d892fc73ee9c55415fb6976bd1920e07,2644.00,3.4222614508,ACTIVE
bced5b3a0c72081c8c7f5087b160d673,4426.00,3.6460114096,ACTIVE
6bc5fe4906ded7d28170c01848435436,20361.00,4.3087991039,ACTIVE
e7a7f37253c338f199fc477cf018dd39,1139.00,3.0565237241,FINALLED
e7a7f37253c338f199fc477cf018dd39,1856.00,3.2685779719,FINALLED
8d9d295a58bfd516a64e29bd29fa62ea,6313.00,3.8002357893,ACTIVE
fb5a4750f7566ae8884ba9b32f2b5cc0,30688.00,4.4869685855,ACTIVE
6bde7020d1667b6b92865f1a2bdbbd98,17333.00,4.238873737,ACTIVE
48efba088473d830e33e5a4ea5172718,35900.00,4.5550944486,ACTIVE
3286faf5af846947b55dc73c9d3ba753,41423.00,4.6172415488,ACTIVE
729ad89bcc660349df94c2ba1ef90295,540.00,2.7323937598,ACTIVE
08f559089ecbf276863cbe96a431f28b,8297.00,3.9189210901,ACTIVE
a2573d306fc284b9d42b9ce9733709ea,41044.00,4.6132496789,ACTIVE
8e1f317758cefd15252d3d24476be338,2206.00,3.3436055081,ACTIVE
119e223c6743d24b70c79c8a122978a3,14345.00,4.1567005526,ACTIVE
e547d2f4413f72e57d8c0a5b15cc4c0c,1233.00,3.0909630766,FINALLED
a3ee810c9924607556f89b444f6f1f2c,214.00,2.3304137733,ACTIVE
25ace104123635dd2122cf9ffde295a9,1223.00,3.087426457,ACTIVE
edb4527d0bcbb19dbc23fba49b8d8dff,1233.00,3.0909630766,ACTIVE
a50d526b0c803999bdf0aa1b14997e9f,20749.00,4.3169971707,ACTIVE
00663854560254c5b572d8682302bfd0,5023.00,3.7009631782,ACTIVE
7f211741c3fbf5d068e91f6c0a1313cc,35846.00,4.5544407005,ACTIVE
991a16e0f1a0b87fd67c9ed4d5492768,3490.00,3.542825427,ACTIVE
f6255203ea0a3d4bb17010d7952b8336,6104.00,3.7856145249,ACTIVE
f6255203ea0a3d4bb17010d7952b8336,7219.00,3.8584770418,ACTIVE
f6255203ea0a3d4bb17010d7952b8336,9768.00,3.9898056509,ACTIVE
f6255203ea0a3d4bb17010d7952b8336,6116.00,3.7864674767,ACTIVE
f6255203ea0a3d4bb17010d7952b8336,7256.00,3.8606972741,ACTIVE
f6255203ea0a3d4bb17010d7952b8336,8186.00,3.9130717403,ACTIVE
8e38cba4736a3ea2c11731e266337ca6,40142.00,4.6035990066,ACTIVE
ae6cbfa6eb29d5fcce94b58679a97bba,4381.00,3.6415732532,ACTIVE
837aa4c37ff3498b21b5ca3b13f4bd2c,512.00,2.709269961,FINALLED
11fb54cc68605d3f28c8505a81a2f5f1,5354.00,3.7286783669,ACTIVE
0a2a7fa27d524bd02842b876dae3eab6,369200.0,5.5672616924,ACTIVE
0a2a7fa27d524bd02842b876dae3eab6,133880.0,5.1267157037,ACTIVE
0a2a7fa27d524bd02842b876dae3eab6,76408.00,4.8831388321,ACTIVE
ab831756986ebd811bd4a0d871c721a7,12141.00,4.0842544591,ACTIVE
78aee495d0661632a684629aae67afc9,8366.00,3.9225178602,ACTIVE
dc504d1cf20c861218258d06c87ef15e,599.00,2.7774268224,ACTIVE
5b7bbb1775aa2e0f162854f90c320169,9102.00,3.9591368312,ACTIVE
3ff7323890d5482747aafe602b976b1a,16822.00,4.2258776286,ACTIVE
b2d8933569bd339d6f6cc99a61325ca6,5170.00,3.7134905431,ACTIVE
33adada10cf500e306649261c202789e,13994.00,4.1459418696,ACTIVE
85659dcf8555c36bdae50cb0afefde28,2849.00,3.4546924492,ACTIVE
1e9c6324fbda3225270e443967d1aea8,9063.00,3.95727198,ACTIVE
2b826474657e893e946106dd9128bab9,10866.00,4.0360697007,ACTIVE
61eb02647e178f0c4b1503a75a23d59e,6.00,0.7781512504,ACTIVE
aa8e134ea84d3730bf45659856e73c54,34143.00,4.5333016781,ACTIVE
5d6cd7ce383ef3ac22e83a0fab08f897,5257.00,3.720737977,ACTIVE
9ee060383a14051a1205c4f82dedc241,1601.00,3.2043913319,ACTIVE
5a7fabe615c3a9428f50f8a3f676844b,2440.00,3.3873898263,ACTIVE
90151b880ae5b7f927a93a26d685493f,4678.00,3.6700602175,ACTIVE
24ef1cf80d695fa2f77211145a02afd9,125225.0,5.0976910404,ACTIVE
d6ce78f0e21153f496a558dc3969eb84,18430.00,4.2655253352,ACTIVE
704a7677e09f74275fb32d4ff6e9387a,17478.00,4.242491735,ACTIVE
77453087e315fc86db617f395d123892,6016.00,3.7793078276,ACTIVE
f4668e3ecc8c39b5581baf2507edb690,57847.00,4.762280841,ACTIVE
dd3b413b37b86ca0e597d0303b99a64c,171395.0,5.2339981484,FINALLED
35aa6844e221cc59f67996d36c0694da,472800.0,5.6746774679,FINALLED
1fd420a78c71c24af41afeae5ea2ed1e,86896.00,4.9389997854,ACTIVE
23f85e6459c4dcaf01b7949cb4fac518,52998.00,4.7242594808,FINALLED
19520939ee8c931ed44d171a934151cb,23085.00,4.3633298789,FINALLED
faeb52c9861a6d7fb400a026223a895d,97605.00,4.9894720658,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,17435.00,4.2414219517,ACTIVE
dbec37ac40514532c46a90c611fc1819,54525.00,4.7365956743,ACTIVE
c3e37f487db2719c275205174d19dbf1,42578.00,4.6291852576,ACTIVE
c3e37f487db2719c275205174d19dbf1,2472.00,3.3930484664,ACTIVE
d2ef8b43f8cc39f8ad275f25893b03bc,199.00,2.2988530764,ACTIVE
8925778768729621cd04f3927e6271cb,2671.00,3.426673888,ACTIVE
8925778768729621cd04f3927e6271cb,5313.00,3.7253398159,ACTIVE
8925778768729621cd04f3927e6271cb,2210.00,3.3443922737,ACTIVE
8925778768729621cd04f3927e6271cb,14400.00,4.1583624921,ACTIVE
8925778768729621cd04f3927e6271cb,1233.00,3.0909630766,ACTIVE
111451dc20936b9e921d7f7e4081dd44,344.00,2.5365584426,ACTIVE
4e9520be3cf930b8bded63f5197c726c,4428.00,3.6462076122,FINALLED
57e0501f5761ad1dea35207d22a911a2,37721.00,4.5765831976,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,457.00,2.6599162001,FINALLED
532c98486c73d855949ef71b34c1d316,52265.00,4.7182109547,FINALLED
99f7422ffbb635146b5dc0e1d3812e9c,23920.00,4.3787611753,ACTIVE
99f7422ffbb635146b5dc0e1d3812e9c,74080.00,4.8697009737,ACTIVE
42798a4718054fa718e6b9147a4cd77d,10792.00,4.0331019367,ACTIVE
99f7422ffbb635146b5dc0e1d3812e9c,279680.0,5.446661411,ACTIVE
42798a4718054fa718e6b9147a4cd77d,3626.00,3.5594277998,ACTIVE
7b403d7cbd36e1660fda876090435175,53627.00,4.7293835024,ACTIVE
3b399428bd2fdc5e5ff7f6d19a5d8a4d,11863.00,4.0741945304,ACTIVE
3b399428bd2fdc5e5ff7f6d19a5d8a4d,6979.00,3.8437931983,ACTIVE
dd9892daf600d43ae674a16e8eb08455,95393.00,4.9795165071,FINALLED
36dacfee8a6174f2e45f087446d7a22f,46499.00,4.6674436131,ACTIVE
e3c1f26a45bf96bbc98c5d96a12d3578,22670.00,4.3554515201,ACTIVE
d38f35247229db64440a00218b37f88d,94507.00,4.9754639773,ACTIVE
e4d4ce8d58ade7a16c8195bef4f3f8db,9696.00,3.9865926068,ACTIVE
ae63b972803aca52ab7beb4b7124a9f7,50334.00,4.7018614448,ACTIVE
2de489de9a89e2681b6fb3099546dd27,9422.00,3.9741430999,ACTIVE
b453856f7aabf35d8cdbd12ad77db4e5,4880.00,3.688419822,ACTIVE
0ee85577ab60829bf2d949b812294f5f,16735.00,4.2236257167,ACTIVE
0ee85577ab60829bf2d949b812294f5f,4103.00,3.613101517,ACTIVE
26fdd7f96897c4448b87f728b224e473,56484.00,4.7519254444,ACTIVE
e971e44e0a56f2574d2af09033f2d226,49360.00,4.693375151,ACTIVE
361a7b70150efd909a36d9f0cf51f524,7309.00,3.8638579619,FINALLED
86e8380ba589c170659d05caea4e71bd,84439.00,4.9265430814,ACTIVE
86e8380ba589c170659d05caea4e71bd,3089.00,3.4898179083,ACTIVE
54cb4fd83c9829e5366a7aa3384edd68,21025.00,4.3227360045,ACTIVE
54cb4fd83c9829e5366a7aa3384edd68,1856.00,3.2685779719,ACTIVE
5c10bb4dc9356e1595a4af686b5a852e,8297.00,3.9189210901,ACTIVE
7bd2981d5222794e2b51f5a343f21995,5732.00,3.7583061817,ACTIVE
6647dd4997cc0b3f5bca50c39c620a1d,71149.00,4.8521688004,FINALLED
0066631ee8122125bf90581b5c63d1ed,6070.00,3.7831886911,ACTIVE
280d9b0103b4035443775e7e0066ccac,233.00,2.367355921,ACTIVE
e3aa0f5addd7fb4af5044da2bf69c211,20280.00,4.3070679507,ACTIVE
3c9384443d98c5bd6d7c71c5e46ee9e0,17000.00,4.2304489214,ACTIVE
33ef363b3fc797487f172a15fff58fd7,9255.00,3.9663764231,ACTIVE
a3ee810c9924607556f89b444f6f1f2c,2984.00,3.4747988188,ACTIVE
9c94a9014932cc07d5bfe06de4c2f6c3,13290.00,4.1235249809,ACTIVE
558ceaca5511aa8ef4d913283cd7d8ca,25558.00,4.4075268658,ACTIVE
2869d33e9ce95d41f1ed2f3107dd871a,3871.00,3.5878231713,ACTIVE
b04af1993d83fb392466fa5aacf8487b,150.00,2.1760912591,ACTIVE
a9988b525d4ab76257668716e994313c,4896.00,3.6898414091,ACTIVE
4e84f6a2b83c4355ba8cde8a7a47977b,6012.00,3.7790189719,ACTIVE
a50d526b0c803999bdf0aa1b14997e9f,2309.00,3.3634239329,ACTIVE
4e84f6a2b83c4355ba8cde8a7a47977b,1233.00,3.0909630766,ACTIVE
9eb11e6d1748908f1cc76a7685e4b377,7298.00,3.863203859,ACTIVE
eb9f51348db5e7c32c4c9db9e0db0981,18079.00,4.2571744048,ACTIVE
79b229f88a3bf5ebec42829d6dffd1a3,4647.00,3.6671726725,ACTIVE
d27312f8369151d92be0fe8c5b996c1b,233.00,2.367355921,ACTIVE
c0ee543953336b1b057b32326c0df654,1045.00,3.0191162904,FINALLED
2cb3801f814026f3aa8fd4297ec374b9,25490.00,4.4063698355,ACTIVE
cb753be14c2b635ffb0b4c7e413a0a23,12453.00,4.0952739881,ACTIVE
a72a7b2d68f208eff4dec1c1565aa408,8537.00,3.9313052814,ACTIVE
c47f6c63d80ebe888730ed9bfba8b178,3711.00,3.5694909543,ACTIVE
ba0d9bd812cd8454dd59283aa7e1bed6,1233.00,3.0909630766,FINALLED
4c06564c413d7adc588695478cb98a47,1233.00,3.0909630766,FINALLED
6eff8e15a3519ff8fbb7669f5e7dcaae,696.00,2.8426092396,ACTIVE
a69537a9d94f52c70b34e486b9201d20,344.00,2.5365584426,ACTIVE
62e5e136e9003936c06857ba8285070e,10014.00,4.0006075871,ACTIVE
27f0ce394fee4ae738d64df67b32acba,185000.0,5.2671717284,ACTIVE
27f0ce394fee4ae738d64df67b32acba,233.00,2.367355921,ACTIVE
2f5edc14cc6af4707a6817b851333c47,21646.00,4.3353776541,FINALLED
3152add853763e0d709ee0da4204374b,12400.00,4.0934216852,ACTIVE
3eb1f9ce6557ddd32202508306f6e1ab,75784.00,4.8795775243,ACTIVE
0b53f15d928460a5163613838876878a,3519.00,3.5464192668,ACTIVE
88c96a575d7982aaf0fd535e4ed560fe,4203.00,3.62355939,ACTIVE
fdabadd2795525197cf852deb39e1425,12653.00,4.102193508,ACTIVE
7cf9e3a1ded56cbc51249ba5b3da806d,9585.00,3.9815921172,ACTIVE
cc926a6660876e8e63597e004f03e84c,18995.00,4.2786392979,ACTIVE
5c10bb4dc9356e1595a4af686b5a852e,3711.00,3.5694909543,ACTIVE
2cb3801f814026f3aa8fd4297ec374b9,688.00,2.8375884382,ACTIVE
a95ac018506a44121460bd71d9cedc3a,29105.00,4.4639676036,ACTIVE
79cdc9d1ddadbb915b6d904ca2fc21ff,22375.00,4.349763044,FINALLED
d6c2279561f88dba0544318021633939,55041.00,4.7406863157,ACTIVE
