unique_identifier,usage,status
01a3916b4b436879da22cdb9fa6b66d7,32730.0,ACTIVE
01a4df94a0864dc248a72a43ef0e215b,30300.0,ACTIVE
01a6632d2769f92a6cfc2b3448745f04,116684.0,FINALLED
01a8636c6802383c18aa6c8d69086192,11360.5,ACTIVE
01aa45f7cbeb8da9fad58db3aae1e4eb,63680.0,ACTIVE
01ab8c4b6e1f553ce676c559c02664f2,540.0,FINALLED
01abca43203becc1fef4f999a2ab176e,44333.0,ACTIVE
01acac8d1ae6374ea446d58a3008944e,28720.0,FINALLED
01ad2457db9a6dce36829535e939c493,71948.0,FINALLED
01aecfe2048b7a322d1b76bd91935c90,7569.4,FINALLED
01af0079c7ecf78ad62a58cd411eab61,55079.0,FINALLED
01b3c2b395ef818677300cc9030b99c5,83520.0,ACTIVE
01b4655be9f3d1cef1d28359a0a55258,45264.0,ACTIVE
01b489912c3d2ee9b3ab36d29eee1a57,39099.0,ACTIVE
01b4e91172251f611f5bd4d084e6b574,2536.0,FINALLED
01b546e2c2b5abd0ccc07d0d77cea09c,4124.0,FINALLED
01b62a5ec542c50979d14bfa9ac0ccc5,3349.0,FINALLED
01b6d42dacc3691389b93515a3dd8aba,34409.0,ACTIVE
01b90c77b8209787db51a2322bd3ed6e,87943.0,ACTIVE
01badd06ea3022a4b99f0e45ecd1cf6e,29544.0,FINALLED
01bce6df845114c542b50771de34e487,11963.0,FINALLED
01bd2b116ccc85e0b8a395f4c7b129a1,48168.0,FINALLED
01be1023b53ce1ff30149477b2c19a15,46352.0,FINALLED
01beffdd5580484afcb586241ee17d92,68858.0,FINALLED
01c0df1d05719d29f023e3b1e7644fdb,6458.0,FINALLED
01c29aebe12683b64912fa21c5710b0f,9187.0,ACTIVE
01c2db3e5ef89e15af95de75faafb6bd,34107.0,ACTIVE
01c384420512d41b290884810e6a76d0,7341.0,ACTIVE
01c4344f3e2a84f0ed6bdcb1406e19cf,36856.0,ACTIVE
01c79cac263203a1fd1bbccf9a8f5e74,33441.0,FINALLED
01c8db725e5246ed881cd8dcd9b64d46,4883.0,FINALLED
01c94868d9e2861e7e2034c7f1ae5c3c,14806.0,FINALLED
01c9637c7aacba8ac83c0c5beafc13d2,16013.0,ACTIVE
01c9d0ab2b67fcfb31b808cabb206fd6,24667.0,ACTIVE
01cc25dedd98f6727dec4a915f42a48a,84085.0,FINALLED
01cd547efb43a17566ea142b781f731f,25973.0,ACTIVE
01cf4e15cef1676f820de38d60249bb8,102958.0,FINALLED
01d0b73adab3336136aecad7c950b568,142857.0,ACTIVE
01d17031aa88c62a793d6cd55e4ca61b,15492.0,FINALLED
01d28d6ba73d7984100a894fbb54988c,131600.0,ACTIVE
01d611f6f12829fcbc8c5c9e706bfa11,24480.0,ACTIVE
01d6be96eac7f1bbc99cdf73131ab6b7,18660.0,FINALLED
01d8e560aa7c3af9df70134cbc055679,112378.0,ACTIVE
01d938e984de8aacefbebae5a4912461,1340.0,FINALLED
01da1a9d96260d6cc21b0b12fb65ac25,37200.0,ACTIVE
01e1067da24183031c8f62945cc8fcb5,61209.0,ACTIVE
01e23628b635345b73d75303a22258eb,7582.0,ACTIVE
01e303f472acfe6a9260e6a00a872af2,1598.0,ACTIVE
01e4f77868f97a15d4b423466020bb1a,31746.0,FINALLED
01e59193a1f709df56349b88add324c8,96660.0,FINALLED
01e62cdce68a3cb6ca3a286314d394cb,11007.0,FINALLED
01ea09eb4bf8bbccc73471824635b1d2,75024.0,FINALLED
01ea7e04ba74f9a42c2a87bbeb83d4d0,20953.0,ACTIVE
01ebadfb93dfc70f9fe597fc3dc2cfd2,20336.0,FINALLED
01ed74c7127e4f88d92c3a83faf9747c,57916.0,ACTIVE
01ee0786fe9cdd9b92c802abb98a8e5c,24572.0,ACTIVE
01ee73350fb8ebdd76393e0637c98229,31756.0,ACTIVE
01ee8c156f2df7db6b69348e8417a9cc,2024.0,FINALLED
01f079b7b3e34280bf460dca79248fe7,12680.0,ACTIVE
01f17838cc1b1885bba4a8414e73d31e,25463.0,ACTIVE
01f3feede5e1048af09ed5818175c5f8,46500.0,FINALLED
01f44db3585bc0c89ec1a49ed8b48e45,3024.0,ACTIVE
01f44e52f34aefa7cb5112ae603c2752,7795.8,ACTIVE
01f6434c614051e674eb50ac8461e5dd,167.0,ACTIVE
01f708e70be764584d97d82240788295,89813.0,ACTIVE
01f7e335171e79adf3f89fbe76ef0c04,36535.0,ACTIVE
01f85e0911eba49a9da59da69ec7a34f,9672.0,FINALLED
01fbfa418bb6ddfab00d1bb6761cb76f,5938.0,ACTIVE
01fc627800bf5ef667ac12b808c5e370,1257.0,ACTIVE
01ff6ee6b3b1bd0fb08fc59299a13be6,1226100.0,FINALLED
0200260612c4df03042f4120445c8549,9511.0,ACTIVE
020119b8c6c8f2929b25d4d819f8bfa8,7563.0,FINALLED
0201d42078fbca3f11e19ed521f4e843,130240.0,ACTIVE
020346682091a151ca7fd97b0802609d,25123.0,ACTIVE
0203a96b342d6ec27cb53979cf0d80d7,4928.0,FINALLED
02048bcec777c6d7182dfd58d1f969c3,2350.0,ACTIVE
0205ea402e5c64930b5d3d96d97500bb,1668.0,ACTIVE
0206b0cfaf7fd1100cc22b39a48469ab,70126.5,ACTIVE
020707ead41cbbbc8f9d39269b2b08e7,183664.0,ACTIVE
02075696ba7d89e4c1f3dcfa8c542e9e,1356.0,ACTIVE
0208c192d7dacf36679d86bee3c13b89,28814.0,ACTIVE
020af0669d15aee0c1821f0375b719bb,38337.0,ACTIVE
