unique_identifier,usage,usage_range,PA,IL,TX,OH,MA,MD,NJ,NY,CT,B2B_ACCOUNTING_EXPENSE_CODE,B2B_ADVERTISING_EXPENSE_CODE,B2B_BIG_BUSINESS_INDICATOR,g_grow,s_grow,c_grow,B2B_BUSINESS_SQUARE_FOOT_NUM,B2B_COMPUTER_EXPENSE_CODE,B2B_CONTRACT_LABOR_EXPENSE_CODE,B2B_CREDIT_GRADE,B2B_EMPLOYEE_SIZE,B2B_EXPENSE_TYPE,B2B_HIGH_TECH_FLAG,B2B_INSURANCE_EXPENSE_CODE,B2B_LEGAL_EXPENSE_CODE,B2B_MEDIUM_SIZE_FLAG,B2B_MULTI_TENANT_DESCRIP,B2B_PAYROLL_EXPENSE_CODE,production_year,B2B_PURCHASE_ADMIN_EXPENSE_CODE,B2B_PURCHASE_PRINT_EXPENSE_CODE,B2B_REST_LEASE_EXPENSE_CODE,B2B_SALES_VOLUME,B2B_SMALL_SIZE_FLAG,B2B_TELECOMMUNICATIONS_CODE,B2B_TENANT_FLAG,B2B_UTILITY_CODE,B2B_WHITE_COLLAR_FLAG,Business_and_Finance,General_Merchandise,Hotels_and_Educational_Boarding,Personal_Services,Auto,Food_and_Dining,Amusement_and_Recreation_Services,Wholesale,Blue_Collar_Work,Manufacturing,Public_Health_and_Social_Services,Real_Estate
000345e997e72b61b990d2689c76427f,556.3,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,7,2,1,1,0,1,4,0,1,2,1,3,3,2,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
00095201031df44962513f378842d521,5946.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,1,0,0,0,0,2,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
000c88d34beda722f7b559bb056b7809,109258.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,3,0,9,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0012e632be3d04fab35771fe3fb6db31,15194.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,9,1,0,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00130d1949e17227076bc7e4f75139af,22534.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,3,0,9,1,4,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00132da27bf07ae535d944c55f820f3e,247200.0,5,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,1,2,1,1,0,3,2,0,3,1,9,1,2,0,4,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
001bd1817a1253f08b137041be4c3c9d,49813.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0,1,0,0,1,0,9,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
001ed9def989e5da26bf2dfc2cb0e8cc,8083.0,1,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,1,7,7,5,0,1,0,7,7,0,0,7,9,7,7,7,0,1,7,2,7,1,0,0,0,0,0,0,1,0,0,0,0,0
00218024e941fddb05762b121ebdf5d1,9535.0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,3,1,0,1,1,0,0,3,0,1,1,9,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0025aeda3082aaa35e76bffefff29024,2517.0,1,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,1,7,7,8,9,1,0,7,7,0,1,7,9,7,7,7,11,0,7,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0
0026577e0126dccd4ae6928f8b5951e1,19025.0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,9,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0026692138a0f60512c28f95bc26776e,240.0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1,2,1,3,0,1,0,1,2,0,3,1,9,1,2,1,2,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0027596a0e7252b3739cac6d56605226,68500.0,4,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,1,3,1,3,1,1,0,3,2,0,3,2,9,1,1,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0027a56994cb3c852a1da20ecc98ddc4,23857.8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,3,0,9,1,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
002b16fa70e9ed3ccc4b781b2f6bafc9,7874.0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,1,1,3,1,2,1,1,0,3,2,0,3,2,9,1,1,2,2,0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
00310c118abb5a7c78ae8418080acc48,131522.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0
0032955b85e1b0b2e2afcf0636106e0e,11409.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,0,1,0,0,0,0,1,0,9,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0033b3170cf31442bd45307a7f3c4662,3251.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,1,3,1,1,0,0,0,0,0,1,9,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
0034108c45e4014cc7b73d3eab731385,108000.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,1,1,0,0,0,0,0,0,9,0,0,2,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0
0034842d5169ae7cf086b45b3653da24,340227.7,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,4,0,1,0,0,0,0,3,0,9,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
00378d34547425d24405b1636b2044b9,35996.3,3,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,4,7,7,3,1,1,0,7,7,0,1,7,9,7,7,7,2,1,7,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
0038474573488af37ca820bc3c1ff47b,6337.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,0,0,0,3,0,9,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0039a306be3c9591b6c0dad3612b7fd3,8691.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,1,0,7,0,0,2,0,9,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
003c6b02a71d50a6671fcd49a9f3f021,27300.0,3,0,0,1,0,0,0,0,0,0,4,5,0,0,1,0,1,6,4,3,1,1,1,3,5,0,3,2,9,4,6,1,3,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
003d0e3798feb33d9fa2504667624187,17466.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,3,0,9,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
003d212d313ffe455f9e0ca2e9362732,15697.0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,3,1,3,0,1,0,2,1,0,3,1,6,3,0,1,1,0,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0
003dfa90f672cd247b3849ee5bd40dc3,85400.1,4,0,0,0,0,0,0,0,0,1,7,3,0,1,0,0,2,4,2,6,2,1,0,7,7,0,3,2,9,4,7,3,11,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
003e351b71afe77ecae36af1eb3d1d66,26685.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,4,0,1,0,0,1,0,1,0,9,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0040c88919e6b53d79cf0e3c5a2aa13d,66797.0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,2,1,3,2,1,0,3,2,0,3,1,9,2,1,2,1,0,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0
0041cd68502b578fee6dd080dfb6e5bb,1204.0,1,0,0,0,0,0,0,0,1,0,7,7,0,0,0,1,4,7,7,0,0,1,0,7,7,0,0,7,9,7,7,7,1,0,7,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0
0043469659f2ba24ab89654a20353447,30638.0,3,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,3,1,0,1,1,0,3,2,0,3,1,9,3,1,0,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
004382d11413378b9358935b5425641a,7008.0,1,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,3,7,7,2,3,1,0,7,7,0,0,7,9,7,7,7,11,0,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0
00469483c212c797ebdce417cbc3c267,16138.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
004bc5302d811426a578bb911e422af1,287737.3,5,0,1,0,0,0,0,0,0,0,7,7,0,0,0,1,1,7,7,6,2,1,0,7,7,0,1,7,9,7,7,7,11,0,7,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
004ceee1fd110369c0c4d1a728e6a097,21204.0,2,0,1,0,0,0,0,0,0,0,7,7,0,0,0,1,4,7,7,0,0,1,0,7,7,0,0,7,9,7,7,7,1,0,7,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0
004d4ead7154193cfaaa854014c68fa8,7233.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,7,0,0,3,0,9,0,7,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
004de3ad91099a9a682df38e2bbf434a,46991.0,3,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,2,2,1,3,3,1,0,3,2,1,1,2,8,2,2,3,2,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0
005478fd03dd5c083cb3610984d1e4b1,7688.0,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,5,1,2,0,1,0,2,2,0,3,1,9,3,4,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00563c28d90262191e08d27e60c221c4,75720.0,4,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,2,1,2,1,1,0,3,2,0,1,0,8,2,2,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
00589fa8356544ca94731f304f091d6b,11125.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,3,0,9,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
005fba63046ea1a5be2d635c4da9de2a,1147.0,1,0,0,0,0,0,0,0,0,1,7,7,0,0,0,1,0,7,7,3,0,1,0,7,7,0,1,7,9,7,7,7,1,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
005ff1b2330009e0154f9a805a786f2e,6002.0,1,0,0,0,0,1,0,0,0,0,7,7,0,0,0,1,0,7,7,5,0,1,0,7,7,0,3,0,9,7,7,7,0,0,7,3,7,1,0,0,0,0,0,0,0,0,1,0,0,0
006086f8a7c5f43b28f0653585492b70,3775.0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,1,4,2,5,0,1,0,3,4,0,0,1,9,4,5,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0061273bf1d749e243c08ea4d2d8cee5,2198.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,5,0,1,0,0,0,0,0,0,9,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0063e21c9808baa9aa07f710412daed4,15445.0,2,0,0,0,0,0,1,0,0,0,3,3,0,1,0,0,2,4,2,2,2,1,0,3,3,1,2,2,9,4,2,3,2,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
00663854560254c5b572d8682302bfd0,28936.0,3,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2,3,1,2,2,1,0,2,2,1,0,2,9,3,1,1,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0066631ee8122125bf90581b5c63d1ed,6070.0,1,0,0,0,0,1,0,0,0,0,7,2,0,0,0,1,1,3,1,6,1,1,0,7,7,0,3,1,9,3,7,1,11,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
00682340f9b0d6a8eace206721817e37,29561.0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,2,3,0,1,0,3,4,0,1,1,4,5,5,3,2,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1
006930f28796b35eb5dd8b3c4e6929a4,89215.0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,9,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
006a03733386f8e60509b1b4c6df38d3,72074.0,4,0,0,0,0,0,1,0,0,0,7,7,0,0,0,1,4,7,7,0,0,1,0,7,7,0,0,7,9,7,7,7,1,0,7,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0
006c7e923bda26daf0b4369fe394d6a3,586107.3,5,0,0,1,0,0,0,0,0,0,4,4,0,0,0,1,1,3,1,3,3,1,0,4,3,0,3,3,9,3,3,0,2,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0072b1e09067e72ca88b5ed836772f9a,49985.8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00737b91c91e901e4814d673e31c5481,41920.0,3,0,0,1,0,0,0,0,0,0,7,7,0,0,0,1,0,7,7,6,0,1,0,7,7,0,3,7,9,7,7,7,11,0,7,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0
00749f6590115176055cb61156d2f6cb,37784.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,2,0,9,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0075f14733ed27a4028c7bd2f273bacf,125841.6,5,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,4,1,0,0,1,0,2,3,0,0,2,9,2,2,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0077f9d567bb7e31ab2aa8a331729bdb,18485.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,5,0,1,1,1,0,0,0,0,9,2,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
007a3950748e6644f2bd88a00565f26b,3580.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,0,0,0,3,0,9,1,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
007a96caa819b53852b78dcb0f79da51,5323.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,1,0,0,2,0,3,0,9,1,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
007b299023341177b037ed3cc053ebcf,300124.0,5,0,1,0,0,0,0,0,0,0,7,7,0,0,0,1,2,7,7,6,3,1,0,7,7,0,3,7,9,7,7,7,11,0,7,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0
007cc93d421e892819e2bedf6a302c7d,47676.0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,3,0,9,0,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0
0081ce6dbcaab36809520c9779d1120f,14883.0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,2,1,2,1,1,0,1,2,0,3,1,9,2,1,1,0,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0
00823bed647d8f286f572d480c7b35bf,220477.8,5,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,1,1,1,3,2,1,0,2,1,1,3,1,9,1,1,1,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
00824e5d1ea11ee35adc3a6dd4cd6fb9,9597.0,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,0,4,1,3,1,1,0,2,2,0,3,1,9,1,1,0,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00832a7d393b01a18344dc8a5b213346,1234800.0,5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,4,0,1,0,1,1,0,1,1,3,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0085866dabcd1cb2f8b7d555c9327e57,7872.0,1,0,0,1,0,0,0,0,0,0,4,2,0,0,0,1,1,4,1,0,2,1,0,3,2,1,1,2,9,4,2,2,2,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
00880171bf5f88590d36160876338cb4,11388.0,2,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,1,5,1,5,0,1,0,1,4,0,1,2,9,4,3,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
008a698d9392b6662468e559ab5baf7e,11906.0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,4,0,1,0,0,1,0,0,0,9,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009168d0ff5e4e82352c6d026990c3d9,27760.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,3,0,9,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0091b5d45f333502965626ebd3be24bb,144223.0,5,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,2,4,2,3,1,1,0,3,3,0,3,1,9,5,2,3,2,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1
009648b262ac8d9b033935b51c28486f,259977.8,5,0,1,0,0,0,0,0,0,0,3,3,0,0,0,1,1,3,1,2,2,1,0,2,2,0,3,2,9,1,3,2,2,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
0097daeec2550a711dc86d38da73f1a4,33880.0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,5,0,1,0,1,1,0,1,0,9,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009bf2d2f461c385ae16771073ec7670,36800.0,3,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,0,3,1,6,0,1,0,7,7,0,3,0,9,3,7,0,11,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
009d72a482d1f16008071dbd8a717bf3,15656.4,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,3,1,2,2,1,0,2,2,1,3,1,9,3,1,1,1,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0
009e01ab36502348a05c3bc683d02e53,5103.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,1,0,1,0,0,1,0,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
009ec9023ab4a10c9c4976bd0d81b135,43272.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,1,0,0,0,0,3,0,5,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00a19c7eebca5a4f39d858fbab3314fe,44255.4,3,0,0,0,1,0,0,0,0,0,7,7,0,0,0,0,0,7,7,0,0,1,0,7,7,0,0,7,9,7,7,7,1,0,7,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0
00a688c4c44a66823302ae3c6a2cf340,71700.0,4,0,1,0,0,0,0,0,0,0,4,2,0,0,0,1,0,4,1,3,2,1,0,7,3,1,3,3,9,3,7,0,3,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
00a6da22d9d587232fff2685639e8708,19500.0,2,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,4,2,1,6,2,1,0,7,7,0,3,1,4,3,7,1,11,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
00a6ebab20be5e10a3a83f12701f24b2,38396.0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,1,0,1,1,0,1,1,9,1,1,0,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
00a724fabc7d3dea34e3b400de93ad26,21900.0,2,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,1,3,1,0,1,1,0,2,3,0,3,3,9,2,2,1,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
00abf575962ca658fca58523dcef8917,26106.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5,0,1,0,0,1,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00ac1c901aad8e1b6042efbf766bdde0,3762.0,1,0,0,0,0,1,0,0,0,0,7,7,0,0,0,1,0,7,7,6,0,1,0,7,7,0,1,7,9,7,7,7,11,0,7,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
00b01db73b39a3cba35741c4af8d6d72,20279.0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,4,0,1,0,0,0,0,3,0,9,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
00b0726e8710319f0428bf3db4f05716,1530.0,1,0,0,0,0,1,0,0,0,0,7,7,0,0,0,1,4,7,7,2,0,1,0,7,7,0,1,7,9,7,7,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
00b64f9a242a1db54c6c2da91e06aae8,284980.0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,2,1,1,0,2,0,0,2,0,9,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00b78f80581122347d12ee5b8eed787d,38980.0,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,3,1,2,2,1,0,2,2,1,3,1,9,3,1,1,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
00b89790ddeeb4b47763f6ca75f11fc8,2602.3,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,3,2,3,1,1,0,3,1,0,1,1,9,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
00b9fee290012c1397512044f2377f6b,9247.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,5,0,1,0,0,0,0,3,0,9,0,2,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00bdd712a905ff24974e4f971e27fead,10556.0,2,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0,7,7,3,0,1,0,7,7,0,3,7,3,7,7,7,0,0,7,3,7,1,0,0,0,1,0,0,0,0,0,0,0,0
00bf8c937341863447deb9ee97dfe66c,55706.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,3,0,9,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
00c056e794151bf222d5e8d6a5bb46dd,11704.0,2,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,0,7,7,0,0,1,0,7,7,0,3,7,1,7,7,7,1,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0
00c05bca72217feac860ead62a0d7380,16784.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,3,0,9,0,2,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00c09629bc7b4723245a358c2e4d9c47,7422.0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,1,3,1,0,2,1,0,3,4,1,3,2,9,3,5,2,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1
00c378fda11b782bcc2779c9d3bee972,15804.0,2,0,0,0,0,0,1,0,0,0,7,7,0,0,0,1,1,7,7,0,0,1,0,7,7,0,1,7,6,7,7,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
00c3cd644095002e5500132e2da33d44,4619.0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,3,1,5,0,1,0,7,2,0,3,2,9,2,7,0,2,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
00c50c0ffaad6589cd333a95750d757b,294599.0,5,0,0,0,0,0,1,0,0,0,4,3,0,0,0,1,2,5,3,0,3,1,0,3,5,1,3,3,9,4,6,3,3,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
00c7f67578022e847c3799857def01ad,18178.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,5,0,1,0,1,0,0,3,0,9,2,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00c9a314ed4b3aae3ddfa1de12535e0a,13958.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0,1,0,0,1,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
00cb23c9d0f65330e346022be304781a,27984.9,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,3,0,9,0,2,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00cbb9098e2b8a0ae5528560cf6c2dcd,67560.0,4,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,2,4,2,0,3,1,0,3,3,1,1,2,9,4,2,2,2,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
00d8283043a130ebfa80431822e5795a,56918.0,4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,2,3,1,3,2,1,0,0,2,0,1,1,9,1,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
00d8843f93bbcd2ce91b1de997032513,9597.0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,3,1,3,1,1,0,2,2,0,1,2,9,3,2,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
00d9c77858c4d379c8118129bc294d48,1549.0,1,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,1,7,7,8,9,1,0,7,7,0,1,7,0,7,7,7,11,0,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
00db2b0620c6c2a7edccf48e2e97477b,70323.0,4,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,1,1,3,2,1,0,2,1,0,1,1,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00df19e4d80092b18be3fac104d02cb7,30103.0,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,2,3,1,3,0,1,0,2,2,0,0,1,9,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
